CLASS,CLASS_CODE,COMM_CODE,NAME,SECTOR,SRG,COMM_STRUCTURE,longitude,latitude,location
Residential,1,CUR,CURRIE BARRACKS,WEST,BUILT-OUT,BUILDING OUT,-114.124762705196,51.0158442259295,"(51.01584422593, -114.124762705196)"
Residential,1,CSC,CITYSCAPE,NORTHEAST,DEVELOPING,BUILDING OUT,-113.958380685236,51.1470298150927,"(51.147029815093, -113.958380685236)"
Residential,1,CRM,CRESTMONT,WEST,BUILT-OUT,2000s,-114.260486359725,51.0850577418705,"(51.085057741871, -114.260486359725)"
Residential,1,CRE,CRESCENT HEIGHTS,CENTRE,BUILT-OUT,INNER CITY,-114.061612367113,51.0595200500043,"(51.059520050004, -114.061612367113)"
Residential,1,CRA,CRANSTON,SOUTHEAST,DEVELOPING,BUILDING OUT,-113.979988807808,50.8782053378332,"(50.878205337833, -113.979988807808)"
Residential,1,CPF,COPPERFIELD,SOUTHEAST,DEVELOPING,BUILDING OUT,-113.929446212339,50.9178103481776,"(50.917810348178, -113.929446212339)"
Residential,1,COV,COVENTRY HILLS,NORTH,BUILT-OUT,2000s,-114.053148526228,51.1649029942561,"(51.164902994256, -114.053148526228)"
Residential,1,COU,COUNTRY HILLS,NORTH,BUILT-OUT,1980s/1990s,-114.079884606984,51.143768799819,"(51.143768799819, -114.079884606984)"
Residential,1,COR,CORAL SPRINGS,NORTHEAST,BUILT-OUT,2000s,-113.926827208057,51.1033529120262,"(51.103352912026, -113.926827208057)"
Major Park,3,COP,CANADA OLYMPIC PARK,WEST,N/A,OTHER,-114.217425649557,51.0807868680859,"(51.080786868086, -114.217425649557)"
Residential,1,COL,COLLINGWOOD,NORTHWEST,BUILT-OUT,1950s,-114.102486971698,51.084441846302,"(51.084441846302, -114.102486971698)"
Residential,1,COA,COACH HILL,WEST,BUILT-OUT,1980s/1990s,-114.182941190979,51.0583457755974,"(51.058345775597, -114.182941190979)"
Residential,1,CNS,CORNERSTONE,NORTHEAST,DEVELOPING,2000s,-113.930582035357,51.1573690704188,"(51.157369070419, -113.930582035357)"
Residential,1,CLI,CLIFF BUNGALOW,CENTRE,BUILT-OUT,INNER CITY,-114.074890819558,51.0339299216613,"(51.033929921661, -114.074890819558)"
Residential,1,CIT,CITADEL,NORTHWEST,BUILT-OUT,1980s/1990s,-114.183838665806,51.1445109474745,"(51.144510947475, -114.183838665806)"
Industrial,2,CIA,CALGARY INTERNATIONAL AIRPORT,NORTHEAST,N/A,OTHER,-114.012352682222,51.1168560467163,"(51.116856046716, -114.012352682222)"
Residential,1,CHW,CHARLESWOOD,NORTHWEST,BUILT-OUT,1950s,-114.117863526239,51.0845616114242,"(51.084561611424, -114.117863526239)"
Residential,1,CHV,COUNTRY HILLS VILLAGE,NORTH,BUILT-OUT,2000s,-114.061395187667,51.1582040072855,"(51.158204007286, -114.061395187667)"
Residential,1,CHR,CHRISTIE PARK,WEST,BUILT-OUT,1980s/1990s,-114.175900760572,51.0408432321824,"(51.040843232182, -114.175900760572)"
Residential,1,CHN,CHINATOWN,CENTRE,BUILT-OUT,CENTRE CITY,-114.062532463084,51.0508587163953,"(51.050858716395, -114.062532463084)"
Residential,1,CHK,CHINOOK PARK,SOUTH,BUILT-OUT,1950s,-114.088993443376,50.9832502583946,"(50.983250258395, -114.088993443376)"
Residential,1,CHA,CHAPARRAL,SOUTH,DEVELOPING,BUILDING OUT,-114.025647775936,50.8846016151615,"(50.884601615162, -114.025647775936)"
Residential,1,CGR,COUGAR RIDGE,WEST,DEVELOPING,2000s,-114.209087306223,51.0718727383868,"(51.071872738387, -114.209087306223)"
Residential,1,CED,CEDARBRAE,SOUTH,BUILT-OUT,1960s/1970s,-114.129616092282,50.9571546156814,"(50.957154615681, -114.129616092282)"
Residential,1,CAS,CASTLERIDGE,NORTHEAST,BUILT-OUT,1980s/1990s,-113.961029784231,51.1052573727413,"(51.105257372741, -113.961029784231)"
Residential,1,CAR,CARRINGTON,NORTH,DEVELOPING,BUILDING OUT,-114.081732750781,51.1788723237602,"(51.17887232376, -114.081732750781)"
Residential,1,CAP,CAPITOL HILL,CENTRE,BUILT-OUT,1950s,-114.094650000997,51.0726662451056,"(51.072666245106, -114.094650000997)"
Residential,1,CAN,CANYON MEADOWS,SOUTH,BUILT-OUT,1960s/1970s,-114.081585565049,50.9422523010699,"(50.94225230107, -114.081585565049)"
Residential,1,CAM,CAMBRIAN HEIGHTS,CENTRE,BUILT-OUT,1950s,-114.08709920912,51.0845938323772,"(51.084593832377, -114.08709920912)"
Residential,1,BYV,BAYVIEW,SOUTH,BUILT-OUT,1960s/1970s,-114.113971087927,50.9746364141267,"(50.974636414127, -114.113971087927)"
Residential,1,BVD,BELVEDERE,EAST,BUILT-OUT,BUILDING OUT,-113.904963849237,51.0378321726115,"(51.037832172612, -113.904963849237)"
Industrial,2,BUR,BURNS INDUSTRIAL,CENTRE,N/A,EMPLOYMENT,-114.036044447694,51.0001032080709,"(51.000103208071, -114.036044447694)"
Residential,1,BRT,BRITANNIA,CENTRE,BUILT-OUT,1950s,-114.086323863092,51.0126703785947,"(51.012670378595, -114.086323863092)"
Residential,1,BRI,BRIDLEWOOD,SOUTH,BUILT-OUT,2000s,-114.109726853844,50.899454692095,"(50.899454692095, -114.109726853844)"
Residential,1,BRE,BRENTWOOD,NORTHWEST,BUILT-OUT,1960s/1970s,-114.132463811662,51.0966539228665,"(51.096653922867, -114.132463811662)"
Residential,1,BRD,BRIDGELAND/RIVERSIDE,CENTRE,BUILT-OUT,INNER CITY,-114.035074421661,51.0505660150954,"(51.050566015095, -114.035074421661)"
Residential,1,BRA,BRAESIDE,SOUTH,BUILT-OUT,1960s/1970s,-114.106353156056,50.9559903258855,"(50.955990325886, -114.106353156056)"
Residential,1,BOW,BOWNESS,NORTHWEST,BUILT-OUT,1950s,-114.18782043675,51.0833865559077,"(51.083386555908, -114.18782043675)"
Residential,1,BNK,BANKVIEW,CENTRE,BUILT-OUT,INNER CITY,-114.10094728858,51.0341327509478,"(51.034132750948, -114.10094728858)"
Residential,1,BNF,BANFF TRAIL,CENTRE,BUILT-OUT,1950s,-114.115121173491,51.0742191596095,"(51.07421915961, -114.115121173491)"
Residential,1,BLN,BELTLINE,CENTRE,BUILT-OUT,CENTRE CITY,-114.055186108942,51.0374499480811,"(51.037449948081, -114.055186108942)"
Residential,1,BLM,BELMONT,SOUTH,DEVELOPING,BUILDING OUT,-114.055280261292,50.8687461630655,"(50.868746163066, -114.055280261292)"
Residential,1,BEL,BEL-AIRE,CENTRE,BUILT-OUT,1960s/1970s,-114.088941205395,50.9994444954144,"(50.999444495414, -114.088941205395)"
Residential,1,BED,BEDDINGTON HEIGHTS,NORTH,BUILT-OUT,1960s/1970s,-114.085021395442,51.1316328087336,"(51.131632808734, -114.085021395442)"
Residential,1,BDO,BONAVISTA DOWNS,SOUTH,BUILT-OUT,1960s/1970s,-114.031397620759,50.9437007165424,"(50.943700716542, -114.031397620759)"
Industrial,2,AYB,ALYTH/BONNYBROOK,CENTRE,N/A,EMPLOYMENT,-114.030494253279,51.0273722066907,"(51.027372206691, -114.030494253279)"
Residential,1,AUB,AUBURN BAY,SOUTHEAST,DEVELOPING,BUILDING OUT,-113.958473020664,50.8925918587373,"(50.892591858737, -113.958473020664)"
Residential,1,ASP,ASPEN WOODS,WEST,DEVELOPING,BUILDING OUT,-114.207900713863,51.0451292163211,"(51.045129216321, -114.207900713863)"
Residential,1,ARB,ARBOUR LAKE,NORTHWEST,BUILT-OUT,,-114.207593370651,51.1326243360282,"(51.132624336028, -114.207593370651)"
Residential,1,APP,APPLEWOOD PARK,EAST,BUILT-OUT,2000s,-113.92786384076,51.0449833403533,"(51.044983340353, -113.92786384076)"
Residential,1,ALT,ALTADORE,CENTRE,BUILT-OUT,INNER CITY,-114.101858876217,51.0159533190871,"(51.015953319087, -114.101858876217)"
Residential,1,ALB,ALBERT PARK/RADISSON HEIGHTS,EAST,BUILT-OUT,1950s,-113.996783813916,51.0445418776371,"(51.044541877637, -113.996783813916)"
Residential,1,ACA,ACADIA,SOUTH,BUILT-OUT,1960s/1970s,-114.05370183694,50.9724072391314,"(50.972407239131, -114.05370183694)"
Industrial,2,ABP,AURORA BUSINESS PARK,NORTH,N/A,EMPLOYMENT,-114.058475603673,51.13625649121,"(51.13625649121, -114.058475603673)"
Residential,1,ABB,ABBEYDALE,NORTHEAST,BUILT-OUT,2000s,-113.927792953149,51.0595167580388,"(51.059516758039, -113.927792953149)"
Residual Sub Area,4,13M,13M,SOUTH,N/A,UNDEVELOPED,-114.042753841451,50.8562392930895,"(50.85623929309, -114.042753841451)"
Residual Sub Area,4,13L,13L,SOUTH,N/A,UNDEVELOPED,-114.054725759004,50.8749946340277,"(50.874994634028, -114.054725759004)"
Residual Sub Area,4,13J,13J,SOUTH,N/A,UNDEVELOPED,-114.088269917311,50.8703422661158,"(50.870342266116, -114.088269917311)"
Residual Sub Area,4,13I,13I,SOUTH,N/A,UNDEVELOPED,-114.099669156411,50.8917735330975,"(50.891773533098, -114.099669156411)"
Residual Sub Area,4,13H,13H,SOUTH,N/A,UNDEVELOPED,-114.116587559035,50.8885114099612,"(50.888511409961, -114.116587559035)"
Residual Sub Area,4,13G,13G,SOUTH,N/A,UNDEVELOPED,-114.142967304373,50.8958224491203,"(50.89582244912, -114.142967304373)"
Residual Sub Area,4,13F,13F,SOUTH,N/A,UNDEVELOPED,-114.175052375402,50.8994152728027,"(50.899415272803, -114.175052375402)"
Residual Sub Area,4,13E,13E,SOUTH,N/A,UNDEVELOPED,-114.198224879597,50.8993947392447,"(50.899394739245, -114.198224879597)"
Residual Sub Area,4,13D,13D,SOUTH,N/A,UNDEVELOPED,-114.145827983166,50.914049360439,"(50.914049360439, -114.145827983166)"
Residual Sub Area,4,13C,13C,SOUTH,N/A,UNDEVELOPED,-114.174994232236,50.9141132559818,"(50.914113255982, -114.174994232236)"
Residual Sub Area,4,13B,13B,SOUTH,N/A,UNDEVELOPED,-114.136923313255,50.9228408453095,"(50.92284084531, -114.136923313255)"
Residual Sub Area,4,13A,13A,SOUTH,N/A,UNDEVELOPED,-114.198192846328,50.9141366209169,"(50.914136620917, -114.198192846328)"
Residual Sub Area,4,12L,12L,SOUTHEAST,N/A,OTHER,-113.871524593616,50.9143505071595,"(50.91435050716, -113.871524593616)"
Residual Sub Area,4,12K,12K,SOUTHEAST,N/A,UNDEVELOPED,-113.912962181675,50.9757949607479,"(50.975794960748, -113.912962181675)"
Residual Sub Area,4,12J,12J,SOUTHEAST,N/A,UNDEVELOPED,-113.883446858793,50.8835797044573,"(50.883579704457, -113.883446858793)"
Residual Sub Area,4,12I,12I,SOUTHEAST,N/A,UNDEVELOPED,-113.935972983085,50.8544350763831,"(50.854435076383, -113.935972983085)"
Residual Sub Area,4,12C,12C,SOUTHEAST,N/A,OTHER,-113.903433176841,50.9250932429312,"(50.925093242931, -113.903433176841)"
Residual Sub Area,4,12B,12B,SOUTHEAST,N/A,UNDEVELOPED,-113.898686672979,50.9392307054995,"(50.9392307055, -113.898686672979)"
Residual Sub Area,4,12A,12A,SOUTHEAST,N/A,OTHER,-113.893211618597,50.965079701498,"(50.965079701498, -113.893211618597)"
Residual Sub Area,4,10E,10E,NORTHEAST,N/A,OTHER,-113.916223323214,51.081453619944,"(51.081453619944, -113.916223323214)"
Residual Sub Area,4,10D,10D,NORTHEAST,N/A,OTHER,-113.916030387449,51.1033506447738,"(51.103350644774, -113.916030387449)"
Residual Sub Area,4,09Q,09Q,EAST,N/A,OTHER,-113.935105023909,51.023275063689,"(51.023275063689, -113.935105023909)"
Residual Sub Area,4,09P,09P,EAST,N/A,UNDEVELOPED,-113.888656690658,51.0269304258367,"(51.026930425837, -113.888656690658)"
Residual Sub Area,4,09O,09O,EAST,N/A,OTHER,-113.893027596095,51.0523104128404,"(51.05231041284, -113.893027596095)"
Residual Sub Area,4,09K,09K,EAST,N/A,UNDEVELOPED,-113.916680447221,50.9942170966566,"(50.994217096657, -113.916680447221)"
Residual Sub Area,4,09H,09H,EAST,N/A,OTHER,-114.015388907198,51.006365659347,"(51.006365659347, -114.015388907198)"
Residual Sub Area,4,09D,09D,CENTRE,N/A,OTHER,-114.012428496056,51.0118624250817,"(51.011862425082, -114.012428496056)"
Residual Sub Area,4,06C,06C,WEST,N/A,UNDEVELOPED,-114.227274827322,51.0844856702111,"(51.084485670211, -114.227274827322)"
Residual Sub Area,4,06B,06B,WEST,N/A,OTHER,-114.229503830504,51.077896204834,"(51.077896204834, -114.229503830504)"
Residual Sub Area,4,06A,06A,WEST,N/A,UNDEVELOPED,-114.229538699879,51.0588731583921,"(51.058873158392, -114.229538699879)"
Residual Sub Area,4,05G,05G,NORTHEAST,N/A,OTHER,-113.916500322111,51.1361928485583,"(51.136192848558, -113.916500322111)"
Residual Sub Area,4,05F,05F,NORTHEAST,N/A,UNDEVELOPED,-113.916493081987,51.1470352540864,"(51.147035254086, -113.916493081987)"
Residual Sub Area,4,05E,05E,NORTHEAST,N/A,UNDEVELOPED,-113.92920994203,51.1799078958973,"(51.179907895897, -113.92920994203)"
Residual Sub Area,4,05D,05D,NORTHEAST,N/A,OTHER,-113.958661838766,51.1795976464406,"(51.179597646441, -113.958661838766)"
Residual Sub Area,4,03W,03W,NORTH,N/A,OTHER,-114.025378208248,51.1979605033025,"(51.197960503303, -114.025378208248)"
Residual Sub Area,4,03D,03D,NORTH,N/A,UNDEVELOPED,-114.042252912318,51.1795217858391,"(51.179521785839, -114.042252912318)"
Residual Sub Area,4,02L,02L,NORTH,N/A,OTHER,-114.112057936139,51.1978109877162,"(51.197810987716, -114.112057936139)"
Residual Sub Area,4,02K,02K,NORTH,N/A,UNDEVELOPED,-114.18101012624,51.1905249883048,"(51.190524988305, -114.18101012624)"
Residual Sub Area,4,02F,02F,NORTHWEST,N/A,OTHER,-114.1749978698,51.1600208683691,"(51.160020868369, -114.1749978698)"
Residual Sub Area,4,02E,02E,NORTHWEST,N/A,OTHER,-114.19936200174,51.1614345289931,"(51.161434528993, -114.19936200174)"
Residual Sub Area,4,02C,02C,NORTH,N/A,UNDEVELOPED,-114.176675056574,51.1760237633938,"(51.176023763394, -114.176675056574)"
Residual Sub Area,4,02B,02B,NORTH,N/A,UNDEVELOPED,-114.199399553289,51.1760319383122,"(51.176031938312, -114.199399553289)"
Residual Sub Area,4,01K,01K,NORTHWEST,N/A,UNDEVELOPED,-114.222759319976,51.1687018914666,"(51.168701891467, -114.222759319976)"
Residual Sub Area,4,01I,01I,WEST,N/A,UNDEVELOPED,-114.260847983135,51.0801678716552,"(51.080167871655, -114.260847983135)"
Residual Sub Area,4,01H,01H,WEST,N/A,UNDEVELOPED,-114.280684840359,51.0910417093879,"(51.091041709388, -114.280684840359)"
Residual Sub Area,4,01F,01F,NORTHWEST,BUILT-OUT,2000s,-114.263365862096,51.1196185664666,"(51.119618566467, -114.263365862096)"
Residual Sub Area,4,01C,01C,WEST,N/A,OTHER,-114.238025428836,51.0850075104338,"(51.085007510434, -114.238025428836)"
Residual Sub Area,4,01B,01B,NORTHWEST,N/A,UNDEVELOPED,-114.242455310672,51.1028376289627,"(51.102837628963, -114.242455310672)"
