,game_id,date,home,home_goals,away,away_goals,hoa,result,result_bool,Game,Team,TOI,CF_avg,CA_avg,CF%_avg,FF_avg,FA_avg,FF%_avg,SF_avg,SA_avg,SF%_avg,GF_avg,GA_avg,GF%_avg,xGF_avg,xGA_avg,xGF%_avg,SCF_avg,SCA_avg,SCF%_avg,HDCF_avg,HDCA_avg,HDCF%_avg,HDSF_avg,HDSA_avg,HDSF%_avg,HDGF_avg,HDGA_avg,HDGF%_avg,HDSH%_avg,HDSV%_avg,MDCF_avg,MDCA_avg,MDCF%_avg,MDSF_avg,MDSA_avg,MDSF%_avg,MDGF_avg,MDGA_avg,MDGF%_avg,MDSH%_avg,MDSV%_avg,LDCF_avg,LDCA_avg,LDCF%_avg,LDSF_avg,LDSA_avg,LDSF%_avg,LDGF_avg,LDGA_avg,LDGF%_avg,LDSH%_avg,LDSV%_avg,SH%_avg,SV%_avg,PDO_avg,blocks_avg,goals_avg,shots_avg,hits_avg,pim_avg,powerPlayOpportunities_avg,powerPlayGoals_avg,faceOffWinPercentage_avg,giveaways_avg,takeaways_avg
281,2018020282,2018-11-15,Wild,6,Canucks,2,H,H_reg,1,"2018-11-15 - Canucks 2, Wild 6",Minnesota Wild,60.0,5.055555555555557,-0.07222222222222285,2.440055555555567,2.688888888888883,-0.7777777777777786,2.154777777777788,2.37777777777778,-0.3388888888888886,2.592277777777767,0.011111111111111072,-0.6833333333333336,8.311777777777777,0.43505555555555553,-0.32222222222222197,6.577611111111118,3.211111111111112,-6.62777777777778,8.239333333333335,2.844444444444445,-2.8611111111111107,12.025833333333324,2.083333333333334,-3.18888888888889,15.466111111111111,0.2833333333333332,-0.30000000000000004,14.920333333333339,-0.6677222222222277,-3.7481666666666626,0.36666666666666536,-3.7666666666666675,5.950222222222223,-0.33888888888888946,-1.4666666666666677,1.9080000000000013,-0.3833333333333334,-0.06666666666666665,-12.564611111111113,-3.662222222222221,-4.463222222222228,1.7333333333333307,3.583333333333332,-0.9122222222222263,1.2833333333333332,3.488888888888889,-2.953277777777764,-0.005555555555555591,-0.26666666666666666,12.11127777777778,-0.0173333333333332,2.8628888888888895,-0.6241111111111124,1.9781666666666524,0.013722222222222635,0.7055555555555557,0.011111111111111072,2.37777777777778,-1.9277777777777771,-1.68888888888889,0.13888888888888884,0.011111111111111183,3.3483333333333363,-2.0166666666666666,-1.344444444444445
282,2018020283,2018-11-15,Flames,2,Canadiens,3,H,A_reg,0,"2018-11-15 - Canadiens 3, Flames 2",Calgary Flames,60.0,1.0,-3.7777777777777786,2.4022222222222283,3.2777777777777786,-0.7777777777777786,2.1527777777777715,0.6666666666666643,-1.6111111111111107,2.2744444444444625,-0.11111111111111116,-0.3333333333333335,7.766666666666673,0.4711111111111115,0.2844444444444445,1.2061111111111202,0.3888888888888893,-0.22222222222222143,0.9966666666666555,1.8888888888888875,1.666666666666666,1.1311111111111032,0.9444444444444446,1.7777777777777786,-0.9938888888888897,-0.05555555555555558,0.22222222222222232,2.5005555555555645,-3.1944444444444464,0.04555555555556623,-1.5,-1.8888888888888893,0.6149999999999949,-0.11111111111111249,-1.2777777777777768,1.9100000000000108,0.0,-0.7222222222222222,13.796666666666667,-4.774444444444443,7.690555555555548,-1.5,-3.166666666666668,2.289999999999992,-0.2777777777777768,-2.3888888888888893,4.7394444444444375,-0.1111111111111111,0.11111111111111116,-5.555555555555557,-0.9666666666666672,-2.447222222222237,-0.7611111111111128,-0.23611111111112848,-0.009888888888888725,-3.0,-0.11111111111111116,0.6666666666666643,-11.833333333333334,-0.7777777777777768,-0.2777777777777781,0.11111111111111116,6.800000000000004,0.6666666666666661,1.1111111111111107
283,2018020284,2018-11-15,Coyotes,2,Predators,1,H,H_reg,1,"2018-11-15 - Predators 1, Coyotes 2",Arizona Coyotes,60.0,4.673202614379086,2.705882352941174,0.9804575163398681,2.7483660130718945,1.6568627450980387,0.7338235294117723,1.205882352941174,0.4248366013071916,0.6676470588235262,-0.7418300653594772,0.369281045751634,-19.235751633986943,-0.03303921568627599,-0.015294117647059569,-0.03401960784314184,2.2941176470588225,0.3986928104575149,1.9209803921568707,1.1470588235294112,0.6111111111111107,1.747124183006541,-0.039215686274509665,0.5098039215686274,-1.032222222222238,-0.7254901960784315,0.19281045751634007,-17.587516339869275,-8.07686274509804,-3.3234640522875765,1.147058823529413,-0.2124183006535958,0.8726470588235387,0.43790849673202636,-2.0326797385620914,5.35846405228758,0.009803921568627416,0.15032679738562094,-10.376568627450979,1.997679738562093,-4.818464052287581,1.5098039215686256,1.9673202614379086,0.4013725490196194,0.3660130718954253,1.5751633986928102,-0.9154248366013036,0.0784313725490196,0.02614379084967322,4.084967320261441,0.7562745098039216,0.11519607843136725,-2.5803594771241833,-1.3923856209150074,-0.03974836601307208,1.049019607843137,-0.7418300653594772,1.261437908496731,5.107843137254902,0.7124183006535958,-0.5980392156862746,0.08496732026143794,-1.1251633986928127,-1.8888888888888893,-1.3039215686274508
284,2018020285,2018-11-15,Sharks,3,Maple Leafs,5,H,A_reg,0,"2018-11-15 - Maple Leafs 5, Sharks 3",San Jose Sharks,60.0,7.324561403508774,-6.76608187134503,5.570906432748544,6.535087719298247,-5.0,6.033187134502931,4.7163742690058506,-2.4795321637426895,5.435877192982446,-0.2894736842105261,0.38888888888888884,-5.924356725146204,0.3239181286549706,0.24096491228070205,-0.02187134502922561,0.38888888888888573,-2.5,2.541783625730993,0.845029239766081,2.1842105263157894,-2.9442397660818784,1.7514619883040936,2.5730994152046787,-3.905789473684216,0.06432748538011701,0.5584795321637428,-4.115350877192988,-0.8054970760233893,-0.42178362573098127,-0.4561403508771953,-4.684210526315789,6.486081871345029,0.6198830409356741,-2.4269005847953213,7.8477192982456145,-0.10818713450292405,-0.032163742690058506,-0.6335380116959044,0.23578947368421055,-0.5995321637427082,6.137426900584796,-4.687134502923978,10.282134502923974,2.8157894736842106,-2.21345029239766,11.989649122807016,-0.18713450292397665,-0.020467836257309968,-6.067076023391806,-1.4664912280701752,-0.37181286549709114,-2.2110818713450264,-2.4059649122806945,-0.04622807017543862,-1.7660818713450297,-0.2894736842105261,4.7163742690058506,-3.7397660818713483,2.190058479532164,0.3187134502923974,-0.2543859649122807,-2.159649122807025,-5.2514619883040945,-1.3742690058479532
285,2018020286,2018-11-16,Stars,1,Bruins,0,H,H_reg,1,"2018-11-16 - Bruins 0, Stars 1",Dallas Stars,61.566666666667004,-4.611111111111114,4.555555555555557,-4.643888888888888,-4.555555555555557,1.6111111111111143,-3.773888888888905,-0.16666666666666785,-0.44444444444444287,-0.7333333333333343,-0.2777777777777777,0.16666666666666652,-4.427222222222227,-0.13222222222222157,0.2688888888888883,-4.199999999999996,0.8333333333333321,5.555555555555557,-6.1727777777777675,0.2222222222222232,2.0555555555555554,-5.272222222222226,1.0,1.0555555555555554,-0.8294444444444338,-0.11111111111111116,0.11111111111111116,-3.082222222222221,-1.163333333333334,3.7411111111111097,0.6111111111111125,3.5,-6.179444444444442,0.7777777777777777,0.05555555555555536,1.586666666666666,-0.11111111111111105,0.33333333333333337,-9.25944444444444,-0.3672222222222228,-5.210555555555558,-5.277777777777779,-2.3888888888888893,-2.578333333333326,-1.9444444444444446,-1.6111111111111107,-2.0922222222222118,-0.05555555555555558,-0.33333333333333337,3.05555555555555,0.7277777777777779,0.7600000000000051,-0.40000000000000036,-0.4649999999999892,-0.0086666666666666,2.9444444444444446,-0.2777777777777777,-0.16666666666666785,1.5,-3.0,-0.7777777777777777,-0.5,1.7333333333333272,1.8333333333333321,-3.0
286,2018020287,2018-11-16,Jets,1,Sabres,2,H,A_SO,0,"2018-11-16 - Sabres 2, Jets 1",Winnipeg Jets,65.0,1.7875816993464113,3.2483660130718945,-0.4019607843137223,0.003267973856210915,1.735294117647058,-0.48088235294116544,-0.7516339869281055,1.2320261437908542,-0.9799019607843036,0.17647058823529393,-0.4150326797385624,6.029640522875816,0.09735294117647042,0.058954248366013484,0.8806862745097916,0.7222222222222214,2.2777777777777786,-0.06150326797383343,0.5163398692810457,0.24183006535947804,2.7185947712418255,-0.1437908496732021,-0.3333333333333339,2.8374836601307223,-0.13398692810457535,-0.3790849673202614,2.134150326797382,-2.3592156862745064,0.6736928104574957,0.20588235294117574,2.0359477124183023,-1.4299346405228874,0.16013071895424869,1.977124183006536,-3.9868300653594773,-0.013071895424836666,-0.11764705882352944,1.7971895424836575,-1.2590196078431397,5.913169934640521,0.5130718954248366,1.1143790849673216,-0.48555555555555685,-1.0816993464052285,0.16013071895424957,-2.1961111111111222,0.14379084967320266,0.13725490196078433,2.1245751633986885,0.9537908496732022,-0.9367647058823394,0.8271568627450971,1.823300653594785,0.026431372549019505,1.5130718954248366,0.17647058823529393,-0.7516339869281055,2.937908496732028,5.248366013071896,-0.5032679738562091,0.38888888888888884,3.1003267973856126,1.8627450980392162,2.042483660130719
287,2018020288,2018-11-16,Blackhawks,1,Kings,2,H,A_SO,0,"2018-11-16 - Kings 2, Blackhawks 1",Chicago Blackhawks,65.0,3.6656346749226003,1.891640866873061,0.4707430340557224,2.9256965944272437,2.482972136222905,0.20965944272445824,4.826625386996902,2.9287925696594463,1.79999999999999,0.736842105263158,0.2910216718266252,6.880092879256978,0.36736842105263223,0.5938080495356033,-1.3213622291021707,4.9721362229102155,4.684210526315791,0.20547987616100016,1.4148606811145505,4.306501547987617,-7.57798761609908,1.3869969040247687,3.0928792569659453,-5.24065015479875,0.35603715170278627,0.08978328173374628,4.597863777089799,2.973715170278636,9.7576160990712,3.5572755417956667,0.37770897832817596,4.688761609907118,3.0897832817337454,1.4489164086687305,8.336873065015489,0.21362229102167185,0.2817337461300311,-0.5414241486068079,0.7222910216718263,-1.9031269349845275,-0.4798761609907132,-2.19814241486068,1.7555727554179583,1.0959752321981426,-0.7182662538699702,2.4964396284829675,0.17956656346749222,-0.003095975232198178,8.126934984520119,0.7964396284829718,1.1009287925696754,1.8009287925696604,1.025913312693504,0.028185758513932124,-0.591331269349844,0.736842105263158,4.826625386996902,-6.368421052631579,-0.6470588235294112,-0.2414860681114548,-0.049535603715170295,-2.440866873065012,-4.439628482972136,3.2414860681114552
288,2018020289,2018-11-16,Avalanche,2,Capitals,3,H,A_OT,0,"2018-11-16 - Capitals 3, Avalanche 2",Colorado Avalanche,60.366666666667,-5.5,1.0555555555555571,-3.1016666666666666,-2.8333333333333357,-0.44444444444444287,-1.3150000000000048,-1.0555555555555536,0.11111111111111427,-0.7844444444444392,0.3333333333333335,-0.44444444444444464,5.626666666666665,-0.08944444444444377,-0.3266666666666671,2.1283333333333374,-3.1666666666666643,-2.7777777777777786,-1.0333333333333456,0.3888888888888893,-3.3888888888888893,5.965000000000003,0.05555555555555536,-1.9444444444444446,4.207777777777771,0.5555555555555556,-0.16666666666666674,10.416666666666671,7.247222222222224,-6.010000000000005,-3.555555555555557,0.6111111111111107,-7.902777777777793,-0.11111111111111072,0.6111111111111107,-5.08611111111113,0.2777777777777778,0.05555555555555547,4.259444444444455,3.738888888888889,-0.8855555555555412,-1.6111111111111107,2.7777777777777786,-4.390000000000008,-0.5,1.666666666666666,-3.9699999999999918,-0.4444444444444444,-0.38888888888888884,-2.3149999999999977,-2.9133333333333313,3.003888888888895,1.5555555555555536,1.1749999999999972,0.027222222222221815,1.4999999999999982,0.3333333333333335,-1.0555555555555536,-1.9444444444444429,1.833333333333334,0.16666666666666696,0.05555555555555558,-3.1055555555555543,-4.388888888888889,-3.222222222222223
289,2018020290,2018-11-16,Golden Knights,1,Blues,4,H,A_reg,0,"2018-11-16 - Blues 4, Golden Knights 1",Vegas Golden Knights,60.0,12.76973684210526,-7.345394736842103,8.217730263157904,7.75,-5.680921052631582,7.561940789473681,4.023026315789473,-4.789473684210527,6.424276315789463,-0.7236842105263159,-0.4605263157894739,3.33460526315789,0.5192105263157893,-0.4206250000000007,8.739013157894732,3.2302631578947363,-5.99013157894737,7.858289473684216,2.0296052631578956,-1.7203947368421044,7.859111842105257,1.5559210526315788,-2.2368421052631575,11.124210526315785,-0.03618421052631571,-0.5460526315789473,2.593585526315792,-5.047894736842101,-0.5642105263158044,1.2006578947368425,-4.269736842105264,7.92769736842105,0.7960526315789469,-2.730263157894737,10.802664473684196,-0.35855263157894735,-0.023026315789473673,-5.668618421052628,-4.991414473684211,-1.7992434210526227,6.694078947368421,-1.9868421052631575,8.529276315789481,1.8125,-0.44736842105263186,2.601480263157896,-0.14144736842105265,0.003289473684210509,-6.194967105263153,-1.305559210526316,-1.0426315789473648,-3.391578947368421,-0.3593421052631527,-0.03759210526315804,-1.6644736842105257,-0.7236842105263159,3.9703947368421026,7.125,-0.8289473684210522,-0.21381578947368407,-0.42105263157894735,-7.829934210526311,3.3947368421052637,3.875
290,2018020291,2018-11-16,Ducks,1,Maple Leafs,2,H,A_OT,0,"2018-11-16 - Maple Leafs 2, Ducks 1",Anaheim Ducks,63.283333333333,-10.61578947368421,5.592105263157897,-7.1426578947368355,-8.905263157894737,3.8078947368421012,-7.515684210526317,-5.826315789473686,4.407894736842106,-7.949263157894741,-1.4789473684210526,0.21842105263157885,-10.369894736842113,-1.0312631578947369,0.7808947368421055,-15.963578947368418,-9.589473684210528,7.118421052631579,-14.247763157894745,-5.5,4.199999999999999,-20.7191052631579,-3.439473684210526,4.018421052631579,-21.52376315789474,-0.6394736842105264,0.32631578947368434,0.6937105263157974,1.5880263157894738,5.00626315789475,-4.089473684210528,2.9184210526315795,-10.369052631578953,-2.0578947368421048,1.7078947368421051,-11.128605263157894,-0.505263157894737,0.1210526315789473,-16.951763157894746,-3.311815789473682,1.503342105263144,-2.4236842105263143,-1.878947368421052,-0.8069473684210493,-0.6789473684210527,-0.8763157894736846,1.9666578947368478,-0.27894736842105267,-0.21842105263157893,0.7894736842105274,-0.9888684210526315,1.89302631578947,-2.806342105263157,0.6311578947368446,-0.02171052631578907,1.7842105263157908,-1.4789473684210526,-5.826315789473686,1.1499999999999986,2.5657894736842106,-0.1473684210526316,-0.3894736842105263,-1.1776315789473841,-2.5210526315789465,-3.6052631578947363
291,2018020292,2018-11-17,Devils,2,Red Wings,3,H,A_OT,0,"2018-11-17 - Red Wings 3, Devils 2",New Jersey Devils,64.15,1.7956656346749256,-2.7244582043343684,1.9696284829721407,3.244582043343648,-4.5634674922600595,4.4080185758514006,3.8513931888544874,-3.622291021671824,6.009814241486062,0.32198142414860653,0.030959752321981338,7.312631578947368,0.36588235294117544,-0.3729102167182661,6.289907120743045,-0.16099071207430526,-1.7244582043343648,1.3845201238390032,1.5727554179566567,-3.98452012383901,12.922321981424162,1.3839009287925688,-2.659442724458205,11.248018575851383,-0.003095975232197956,0.04334365325077405,0.5716408668730679,-3.7965015479876136,-5.489164086687296,-1.7337461300309602,2.2600619195046434,-5.935448916408653,0.3931888544891633,0.42414860681114597,-0.29380804953561324,-0.024767801857585203,0.368421052631579,-9.985108359133122,-1.4736842105263168,-4.1273374613003,1.5479876160990713,-0.8390092879256947,2.9300309597523295,2.269349845201239,-0.8637770897832802,7.4024148606811195,0.27863777089783287,-0.39938080495356043,19.84,1.772167182662539,2.7667182662538607,-0.1337770897832833,-0.8225077399380609,-0.009718266253869845,1.8390092879256965,0.32198142414860653,3.8513931888544874,2.408668730650156,-0.20123839009287892,0.7585139318885452,0.13931888544891635,-5.282352941176484,-5.052631578947368,2.0804953560371526
292,2018020293,2018-11-17,Flyers,5,Lightning,6,H,A_OT,0,"2018-11-17 - Lightning 6, Flyers 5",Philadelphia Flyers,61.783333333333,-1.2631578947368425,-0.5789473684210478,-0.3547368421052397,-0.8421052631578974,-1.1052631578947327,0.3010526315789406,-2.789473684210524,-1.5789473684210513,-0.5784210526315832,-0.5263157894736841,0.6315789473684212,-14.02210526315789,0.1221052631578945,0.3421052631578947,-2.1599999999999966,-4.894736842105264,-2.0526315789473664,-2.012105263157899,0.7894736842105274,0.5263157894736832,1.5889473684210458,0.2631578947368407,0.7368421052631575,-0.008421052631575776,-0.26315789473684204,0.368421052631579,-9.712631578947367,-5.424210526315793,-4.146315789473704,-5.684210526315791,-2.5789473684210513,-4.369473684210526,-4.105263157894737,-3.2105263157894735,-2.2447368421052474,-0.42105263157894735,-0.21052631578947367,-7.719473684210527,1.2936842105263153,-2.52412394622921,-0.36842105263157876,0.10526315789473628,-0.5473684210526386,0.2631578947368425,0.526315789473685,0.03894736842105573,0.21052631578947373,0.31578947368421056,-6.578947368421055,0.9226315789473687,-2.4799999999999898,-0.5999999999999996,-2.3226315789473517,-0.029315789473684184,0.526315789473685,-0.5263157894736841,-2.789473684210524,-2.3157894736842124,1.6842105263157894,-0.36842105263157876,-0.5789473684210527,5.147368421052626,0.7368421052631575,-2.105263157894737
293,2018020294,2018-11-17,Wild,2,Sabres,3,H,A_reg,0,"2018-11-17 - Sabres 3, Wild 2",Minnesota Wild,60.0,-0.9473684210526301,2.421052631578945,-1.3773684210526298,-2.1578947368421026,1.0,-1.5163157894736727,-1.5263157894736814,-0.2631578947368425,-0.5794736842105266,0.36842105263157876,-0.21052631578947345,7.212105263157895,0.08210526315789402,-0.07578947368420996,1.2631578947368425,1.8947368421052637,-0.9473684210526336,2.6557894736842087,1.3684210526315788,-1.3684210526315788,6.802631578947349,0.6315789473684212,-1.7368421052631584,8.1236842105263,0.1578947368421053,-0.05263157894736836,5.601578947368424,0.381052631578946,-4.921052631578945,0.5263157894736832,0.4210526315789469,0.6373684210526207,-0.47368421052631593,-0.47368421052631593,-0.4526315789473756,0.0,-0.1578947368421053,0.0005263157894717096,0.843684210526316,1.7999999999999972,-1.9473684210526336,3.684210526315791,-4.979473684210518,-1.8421052631578956,2.2631578947368407,-6.045263157894738,0.10526315789473684,0.05263157894736842,0.8773684210526298,0.6978947368421058,-0.2915789473684356,1.4947368421052598,0.7794736842105152,0.022894736842105523,1.421052631578947,0.36842105263157876,-1.5263157894736814,1.5789473684210513,1.8421052631578947,-0.10526315789473673,0.052631578947368474,3.2105263157894655,-2.3684210526315788,1.8947368421052637
294,2018020295,2018-11-17,Senators,6,Penguins,4,H,H_reg,1,"2018-11-17 - Penguins 4, Senators 6",Ottawa Senators,60.0,-5.739938080495357,9.975232198142422,-6.610371517027858,-3.705882352941174,6.888544891640862,-5.9366253869969015,-2.640866873065015,5.291021671826627,-5.855665634674928,0.07430340557275539,0.9349845201238387,-5.158297213622305,-0.0905263157894729,0.17405572755418097,-1.9337461300309542,-4.136222910216716,2.5417956656346767,-5.8475851393188805,-1.1424148606811144,0.5975232198142404,-2.0025386996904118,-0.6160990712074312,0.0588235294117645,-0.033126934984537115,0.037151702786377694,-0.16408668730650144,0.2361300309597425,4.2634055727554205,2.3069349845201117,-2.9938080495356036,1.944272445820431,-7.18164086687306,-2.3839009287925688,-0.7151702786377712,-4.784241486068119,-0.17647058823529416,0.5510835913312695,-8.225325077399376,4.053312693498453,-6.782538699690377,-1.9380804953560364,6.517027863777091,-7.60204334365325,-0.04024767801857543,6.31888544891641,-8.862167182662532,0.11455108359133126,0.4427244582043343,-9.081702786377711,1.3195356037151704,-2.435046439628451,1.5490402476780236,-0.9043034055727617,0.006492260061919275,3.086687306501549,0.07430340557275539,-2.582043343653254,-10.907120743034056,0.48297213622291046,0.36842105263157876,0.13003095975232204,-1.3520123839009344,0.337461300309597,-1.746130030959752
295,2018020296,2018-11-17,Rangers,4,Panthers,2,H,H_reg,1,"2018-11-17 - Panthers 2, Rangers 4",New York Rangers,60.0,-6.92763157894737,8.253289473684212,-6.597269736842101,-6.14473684210526,5.282894736842103,-6.597467105263149,-4.842105263157894,3.7368421052631575,-6.984144736842104,-0.3980263157894739,0.07565789473684204,-5.729539473684213,0.08463815789473728,0.012565789473684141,-0.03263157894736679,0.11842105263157876,4.1118421052631575,-3.312631578947361,2.5625,1.9177631578947363,1.5208881578947313,1.651315789473685,0.7434210526315788,2.6048026315789414,0.17434210526315796,0.26973684210526305,1.8437828947368402,1.7074013157894719,-1.0604934210526267,-2.4440789473684212,2.1940789473684212,-6.5680592105263145,-2.5625,1.3421052631578956,-9.505263157894731,-0.22368421052631582,-0.1282894736842105,-3.5089473684210475,-0.12687087035771505,3.4091118421052613,-6.065789473684209,3.6315789473684212,-9.508519736842118,-3.552631578947368,1.671052631578947,-9.61611842105264,-0.33881578947368424,-0.046052631578947345,-10.087335526315783,-1.1974342105263154,0.7825657894736935,0.5700986842105262,0.8251315789473779,0.014009868421052452,2.970394736842106,-0.3980263157894739,-4.842105263157894,4.36513157894737,1.2072368421052637,-0.8914473684210527,-0.3157894736842105,-1.936513157894744,-0.526315789473685,-1.7664473684210522
296,2018020297,2018-11-17,Hurricanes,1,Blue Jackets,4,H,A_reg,0,"2018-11-17 - Blue Jackets 4, Hurricanes 1",Carolina Hurricanes,60.0,15.877192982456144,-8.260233918128655,9.642076023391823,10.175438596491233,-6.216374269005854,8.590584795321632,8.456140350877192,-5.6812865497076,10.0546783625731,-0.698830409356725,-0.26608187134502925,-6.562543859649118,0.6902923976608193,-0.25099415204678266,7.446695906432751,6.871345029239766,-0.6315789473684212,5.593801169590627,4.845029239766083,0.15789473684210442,7.363888888888887,3.242690058479532,-0.9415204678362574,9.25725146198831,-0.07309941520467822,0.15204678362573087,-1.4338888888888945,-8.05301169590643,-3.025730994152042,2.026315789473685,-0.7894736842105257,3.858888888888899,0.8918128654970765,-1.3888888888888893,7.862807017543865,-0.33333333333333337,-0.05847953216374269,-5.3124269005848035,-4.656578947368421,-3.3112573099415243,9.3187134502924,-5.918128654970758,14.150789473684213,5.201754385964911,-3.2953216374269,14.978888888888875,-0.029239766081871343,-0.41812865497076024,10.379941520467831,-0.6922222222222225,2.7964619883041024,-3.729912280701752,-1.1292397660818807,-0.04846783625730999,-2.0438596491228083,-0.698830409356725,8.456140350877192,8.976608187134506,-0.9853801169590648,0.032163742690058506,0.032163742690058506,4.232163742690055,2.7953216374269,3.6461988304093573
297,2018020298,2018-11-17,Canucks,2,Canadiens,3,H,A_reg,0,"2018-11-17 - Canadiens 3, Canucks 2",Vancouver Canucks,60.0,-11.020050125313283,2.857142857142854,-6.139473684210522,-3.952380952380949,3.13784461152882,-4.3826065162907355,-3.9298245614035103,0.651629072681704,-4.029047619047603,-0.16290726817042644,0.16040100250626566,-2.321503759398489,-0.35882205513784493,0.4380451127819547,-6.935664160401004,-5.724310776942357,3.290726817042607,-7.83894736842106,-2.2982456140350873,0.7593984962406015,-5.243834586466157,-1.852130325814537,1.2130325814536338,-7.63909774436091,-0.47117794486215536,0.3884711779448622,-14.412330827067663,-2.597243107769426,-3.0433082706766896,-3.4260651629072676,2.531328320802004,-8.973659147869675,-0.7719298245614032,0.12531328320802082,-2.2305513784461084,0.41604010025062665,-0.468671679197995,23.947894736842105,5.302481203007519,7.264661654135338,-5.556390977443609,0.6641604010025048,-6.96481203007518,-1.807017543859649,-0.2706766917293244,-3.8141353383458707,-0.05012531328320802,0.24561403508771928,-14.946015037593988,-0.834285714285715,-2.8084962406015137,0.41824561403508653,-0.2282456140350888,0.0019022556390976275,-0.2807017543859658,-0.16290726817042644,-3.9298245614035103,-5.3458646616541365,2.215538847117795,-0.35588972431077703,0.1453634085213033,2.705764411027559,-3.273182957393484,0.18796992481203034
298,2018020299,2018-11-17,Predators,5,Kings,3,H,H_reg,1,"2018-11-17 - Kings 3, Predators 5",Nashville Predators,60.0,0.6783625730994132,-3.0877192982456094,1.5471929824561457,1.9561403508771917,-1.608187134502927,1.9995614035087712,4.374269005847953,-0.6023391812865491,4.2255847953216445,1.3187134502923976,-0.8479532163742691,22.87593567251463,0.5088888888888898,0.037748538011695754,4.562982456140354,1.8157894736842088,0.029239766081872176,1.8903508771929793,1.1695906432748533,1.821637426900585,-2.840029239766089,1.807017543859648,1.5818713450292403,-0.19043859649121941,0.5233918128654971,-0.4005847953216375,13.752602339181301,3.9106140350877148,13.41122807017544,0.6461988304093573,-1.7923976608187147,5.095760233918128,2.5964912280701755,1.0409356725146202,8.75467836257311,0.605263157894737,-0.19883040935672514,14.435409356725145,6.163830409356725,2.8133625730994254,-1.5935672514619874,-4.4093567251462,2.12473684210525,0.16374269005847886,-2.5964912280701764,3.9370467836257177,0.09064327485380114,-0.026315789473684237,8.625730994152043,0.2340643274853802,0.7826315789474023,3.933391812865498,3.4761695906432664,0.07400877192982458,-1.4795321637426895,1.3187134502923976,4.321637426900583,-7.336257309941521,-0.6052631578947372,0.7280701754385968,-0.023391812865497075,-0.31695906432747734,-2.8888888888888893,3.523391812865497
299,2018020300,2018-11-17,Coyotes,1,Bruins,2,H,A_reg,0,"2018-11-17 - Bruins 2, Coyotes 1",Arizona Coyotes,60.0,3.8040935672514635,1.8479532163742718,0.8380116959064381,1.526315789473685,0.0497076023391827,0.9585087719298429,2.4298245614035068,-0.28947368421052744,2.0896491228070104,-0.33625730994152025,0.029239766081871288,-5.362134502923986,0.13499999999999934,0.18529239766081806,-0.064385964912276,3.359649122807017,2.026315789473685,1.1535672514620146,2.0233918128654977,3.0730994152046787,-1.4378070175438538,1.2192982456140342,1.9093567251461998,-0.9208479532163878,-0.5847953216374269,0.38888888888888884,-14.279473684210515,-8.038304093567254,0.0605555555555668,1.3362573099415211,-1.0467836257309937,3.284502923976625,1.0350877192982448,-2.4561403508771926,10.03330409356726,0.32456140350877205,0.03508771929824561,4.336695906432745,6.967719298245617,-2.517982456140345,-1.0584795321637408,-1.8684210526315788,1.00555555555556,0.07602339181286588,0.3274853801169577,-0.1221637426900557,-0.08187134502923976,-0.2894736842105263,0.6284795321637446,0.08880116959064344,1.6320760233918037,-0.8085380116959087,-0.09508771929823467,-0.009146198830409347,1.7982456140350873,-0.33625730994152025,2.4298245614035068,-0.149122807017541,-3.7953216374269,-0.2543859649122808,-0.5526315789473684,-0.8359649122807085,-1.7076023391812871,-2.8157894736842106
300,2018020301,2018-11-17,Flames,4,Oilers,2,H,H_reg,1,"2018-11-17 - Oilers 2, Flames 4",Calgary Flames,60.0,6.023391812865498,-2.8333333333333357,4.0371052631578905,3.678362573099413,-1.3684210526315823,3.145087719298239,2.3274853801169613,-1.4122807017543835,3.74160818713451,0.16374269005847975,-0.058479532163742576,6.954385964912291,0.3392397660818718,-0.04084795321637458,3.2655263157894723,2.1345029239766085,-0.5350877192982466,2.5815204678362633,2.128654970760234,2.28654970760234,0.6988304093567095,1.2719298245614024,2.2397660818713447,-1.7830116959064384,0.5116959064327486,0.5146198830409356,1.489152046783623,5.5788304093567245,-4.7607894736841985,0.005847953216374435,-2.821637426900585,3.7998538011695757,-0.26023391812865526,-1.7105263157894735,2.65538011695908,-0.3742690058479533,-0.5906432748538013,1.6080116959064341,-5.7569298245614,6.751900584795308,1.1257309941520468,-1.5116959064327489,3.1102046783625497,0.2543859649122808,-1.6315789473684212,5.226374269005845,-0.13157894736842107,0.07894736842105265,4.459064327485379,-0.399327485380117,-0.7516374269005723,0.34593567251462254,-0.7752046783625843,-0.004304093567251477,-1.4649122807017552,0.16374269005847975,2.3274853801169613,-8.576023391812864,-1.0614035087719298,-0.07894736842105265,-0.03508771929824561,2.4935672514619824,0.4970760233918128,-0.912280701754387
